CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeSwap%,Mem_freeSwap,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
26,11.3333,20.3333,39.3333,32,6014723.812,100295.5446,44.1704,0.7365,1.1567,0.7117,0.67,60,4885268480,77,6331556523,100,104853504,78,6436410027,1122.1429,670.1429,1782.8571,0,3603555.75,60079.2889,2855636.971,47609.8195,747918.7787,12469.4695,WSKwL
26,10.5,8.8333,34.8333,49.8333,5964507.242,99458.1831,40.6397,0.6777,1.1283,0.7867,0.7017,59,4863162368,77,6315378688,100,104853504,77,6420232192,1043.0333,204.6667,2499.3333,0,3537265.305,58993.7509,2778676.691,46342.173,758588.6145,12651.578,WSKwL
26,11,25,16,50.3333,5715860.712,95327.8971,44.3159,0.7391,1.1217,0.85,0.73,59,4842217472,77,6300121088,100,104853504,77,6404974592,1225.3333,673.3333,2225.5,0,3616251.843,60301.0146,2878239.622,47994.6577,738012.2204,12306.3569,WSKwL
26,11.8333,29,28.6667,34.3333,5919890.666,98697.7437,37.8572,0.6312,1.0567,0.8833,0.7483,59,4821057536,77,6284759040,100,104853504,77,6389612544,1075.9667,351.1667,2296.6667,0,3678692.321,61352.4403,2884539.034,48107.7224,794153.2863,13244.7179,WSKwL
26,12.5,29.5,47,16.5,5943474.24,99090.9343,40.029,0.6674,1.12,0.9317,0.7783,58.8333,4799811584,76.6667,6269373099,100,104853504,77,6374226603,769.6667,190.6667,2020.3333,0,3575764.578,59625.8892,2829365.252,47179.6774,746399.3263,12446.2119,WSKwL
26,10.3333,15.3333,57,22.3333,6029851.419,100581.3414,45.0878,0.7521,1.15,0.9767,0.8033,58,4778750635,76,6254219947,100,104853504,77,6359073451,661.8,156.1667,1660.1667,0,3580134.193,59698.7526,2815692.224,46951.6796,764441.9689,12747.073,WSKwL
26.6667,11.3333,14.3333,19.3333,61.6667,5769289.088,96218.9641,39.6786,0.6618,1.1583,1.0117,0.8267,58,4758267904,76,6239413589,100,104853504,76.3333,6344267093,945.2667,201.6667,1835.5,0,3532597.518,58915.9026,2792591.101,46574.2345,740006.4172,12341.6681,WSKwL
26.8333,11.8333,29.5,31.5,34.8333,5910475.791,98557.2084,39.9915,0.6669,1.0617,1.015,0.8417,58,4739262464,76,6226316629,100,104853504,76,6331170133,361.1,128.1667,1040.1667,0,3626304.512,60458.5614,2833839.454,47246.4064,792465.0577,13212.155,WSKwL
27.6667,11.6667,29,44.1667,25.5,5783097.465,96417.0968,42.926,0.7157,1.1833,1.0517,0.8667,58,4718348288,76,6211127296,100,104853504,76,6315980800,684.0333,377.1667,1347.3333,0,3501890.036,58403.7698,2741813.836,45727.3822,760076.2005,12676.3876,WSKwL
27,10.5,29.8333,32.6667,34.6667,5615709.872,93626.3733,40.4424,0.6743,1.245,1.0933,0.8983,57,4698048512,76,6196309333,100,104853504,76,6301162837,533.6333,12.6667,1498,0,3535702.431,58948.0232,2784142.933,46417.8548,751559.4986,12530.1684,WSKwL
28.5,14.6667,8.3333,56.6667,34.6667,5886162.651,98135.4227,43.9405,0.7326,1.24,1.12,0.9233,57,4677103616,75.3333,6181115221,100,104853504,76,6285968725,974.2,392,1851.6667,0,3562189.748,59409.4354,2801118.236,46716.4482,761071.5117,12692.9872,WSKwL
28.5,13,43.8333,36,21.6667,5920498.656,98724.3398,41.8204,0.6974,1.23,1.135,0.9417,57,4655771648,75,6165676715,100,104853504,76,6270530219,1084.8667,462.3333,1798.6667,0,3594385.939,59916.4184,2804312.498,46746.3327,790073.4408,13170.0857,WSKwL
28.1667,11.6667,19,54.5,27.6667,5581160.31,93096.9193,43.2613,0.7216,1.1317,1.1283,0.955,57,4635643904,75,6151180971,100,104853504,75,6256034475,1034.7667,355.1667,1934,0,3408686.386,56849.3393,2693971.433,44929.4769,714714.9532,11919.8625,WSKwL
28,11.1667,24,68,9.3333,4101207.583,68376.2518,35.6481,0.5943,1.205,1.145,0.975,56,4615731200,75,6136780117,100,104853504,75,6241633621,822.2,170.1667,1946.5,0,3535057.528,58956.9301,2761474.884,46055.2849,773582.6442,12901.6452,WSKwL
29,10.8333,47.3333,47.8333,10.1667,5813717.805,96943.7686,45.6351,0.761,1.1633,1.1433,0.9883,56,4595345408,75,6122110293,100,104853504,75,6226963797,1265.0667,488.6667,1895.6667,0,3552362.066,59235.6523,2766820.333,46136.7406,785541.733,13098.9117,WSKwL
29.5,10.8333,40.5,56.3333,10.1667,5888004.897,98182.5062,80.7835,1.3471,1.1667,1.15,1,56,4573927424,74.8333,6106419883,100,104853504,75,6211273387,650.1667,153.3333,1416.3333,0,3562027.068,59396.8162,2770307.97,46194.897,791719.0972,13201.9192,WSKwL
28.6667,10.6667,72.6667,15.8333,15.8333,5826578.039,97174.4169,37.5353,0.626,1.065,1.1183,1,55.8333,4553588736,74,6091685888,100,104853504,75,6196539392,925,77.8333,2019.8333,0,3479329.996,58027.5183,2768813.085,46177.6699,710516.9103,11849.8484,WSKwL
29.8333,10.5,28,4,75.6667,5869869.617,97896.4246,43.1179,0.7191,1.21,1.1433,1.015,55,4532867072,74,6076653568,100,104853504,74.5,6181507072,1018.7333,679.5,1759.8333,0,3610811.442,60210.2958,2792285.167,46561.3668,818526.2743,13648.929,WSKwL
30.1667,15.1667,10.5,41.8333,53.5,5690060.269,94881.7787,40.1354,0.6693,1.4783,1.2283,1.0517,55,4514936149,74,6064503467,100,104853504,74,6169356971,605.7,127.5,1415.6667,0,3479649.266,58032.843,2733543.886,45589.4577,746105.3804,12443.3853,WSKwL
30.6667,19.5,19.3333,69.5,14.8333,4969553.547,82853.5103,76.3779,1.2734,1.365,1.245,1.0683,55,4495001600,74,6050192725,100,104853504,74,6155046229,475.1667,9.5,1206.3333,0,3438313.923,57343.461,2706340.763,45135.7699,731973.1595,12207.6911,WSKwL
30,12.6667,13.8333,15.8333,77.5,5672968.74,94581.006,46.3895,0.7734,1.2217,1.2283,1.0733,55,4474976256,74,6035794603,100,104853504,74,6140648107,1038.3667,478.6667,1694.6667,0,3533666.451,58914.0789,2770043.357,46182.7835,763623.0937,12731.2953,WSKwL
30.3333,11.1667,10.5,6.3333,93.5,5929257.974,98886.8908,42.0258,0.7009,1.2683,1.24,1.085,54,4454043648,73.5,6020623701,100,104853504,74,6125477205,1308.0333,617,2141,0,3664722.967,61129.6575,2869154.301,47859.1209,795568.6659,13270.5365,WSKwL
31.6667,23,1,3,99.5,5797850.867,96679.1874,41.1018,0.6854,1.105,1.1917,1.0817,54,4433743872,73,6006052864,100,104853504,74,6110906368,1177.3333,688,1745.3333,0,3605020.431,60103.7084,2800056.6,46683.1711,804963.8314,13420.5374,WSKwL
32,25.1667,0.8333,46,55.8333,5698748.603,95042.505,40.9382,0.6828,1.3483,1.24,1.105,54,4413401088,73,5991349589,100,104853504,73.3333,6096203093,1183.6333,510.1667,1812,0,3453068.658,57599.1436,2727396.4,45494.5188,725672.2581,12104.6248,WSKwL
31.1667,16.8333,54,51.8333,2,5736370.317,95653.9989,42.2465,0.7045,1.3633,1.2683,1.12,54,4393316352,73,5976915285,100,104853504,73,6081768789,795.1,159.8333,1674.6667,0,3595627.423,59957.1023,2814332.047,46928.9986,781295.3763,13028.1037,WSKwL
30,10,99.1667,11,1.6667,5873702.528,97944.0141,40.6964,0.6786,1.1917,1.2367,1.1167,53,4372416512,73,5961764181,100,104853504,73,6066617685,1042.0333,472,1801.6667,0,3507172.651,58491.8721,2754524.945,45939.3753,752647.7062,12552.4968,WSKwL
30,10,99.6667,11,1.3333,5683183.054,94767.1011,42.6404,0.711,1.2033,1.2267,1.1183,53,4351602688,73,5946720256,100,104853504,73,6051573760,1301.4,727.5,2402.3333,0,3536821.942,58976.5206,2745947.678,45788.689,790874.2637,13187.8316,WSKwL
30,9.6667,100,10.6667,1,5745834.552,95811.8151,39.5278,0.6591,1.335,1.2617,1.135,53,4332238848,72.1667,5932855296,100,104853504,73,6037708800,1001.7667,255.1667,1680,0,3406907.92,56810.2038,2680645.594,44699.7764,726262.3264,12110.4273,WSKwL
29.6667,11.1667,96.6667,9.8333,1.1667,4485107.137,74776.7112,39.3312,0.6557,1.17,1.2283,1.13,53,4314202112,72,5921317547,100,104853504,73,6026171051,482.9,234.6667,809.1667,0,2776433.627,46289.3235,1835500.58,30601.877,940933.0467,15687.4466,WSK
23,48.6667,36,5.1667,2,2119698.414,35340.0869,31.003,0.5169,1.0917,1.1933,1.1217,53,4305344512,72,5916120405,100,104853504,73,6020973909,8.2,7,11.5,0,1846366.08,30783.029,918623.8583,15315.5028,927742.2216,15467.5262,WSK
23,54.8333,27,8.8333,2,2129920,35516.4249,34,0.567,1.045,1.1583,1.11,52.5,4300175360,72,5913413632,100,104853504,73,6018267136,8.9333,7.5,11.5,0,1842024.4,30715.7645,916428.8,15281.4541,925595.6,15434.3105,WSK
21.6667,29.5,49,3.5,5.3333,2119680,35345.6728,33,0.5503,1.1,1.1517,1.1083,52,4294125568,72,5907853995,100,104853504,72.1667,6012707499,9.7333,8.3333,12.5,0,1853768.556,30911.5984,922156.3778,15376.9614,931612.1784,15534.637,WSK
22.1667,78.1667,3.1667,2.6667,5.1667,2224128,37087.3437,32,0.5336,1.1333,1.1483,1.105,52,4287559680,72,5904697344,100,104853504,72,6009550848,9.4,7.8333,12.8333,0,1833734.444,30572.4315,912156.6222,15207.6796,921577.8216,15364.7519,WSK
23.5,73.8333,16.6667,2.8333,1,1658880,27657.2191,35.5,0.5919,1.1717,1.1583,1.1083,52,4283493035,72,5902000811,100,104853504,72,6006854315,12.6333,8.1667,22.3333,0,1854161.556,30923.3081,922507.3778,15385.3799,931654.1784,15537.9283,WSK
21,50.3333,8.6667,18.6667,6.8333,2141697.538,35724.7296,31.9965,0.5337,0.9583,1.0967,1.09,52,4280057173,72,5901077163,100,104853504,72,6005930667,9.8,8,13.1667,0,1833574.134,30574.8563,912208.1681,15211.075,921365.9663,15363.7813,WSK
24,28.5,3,2.1667,63.3333,1845746.162,30777.8249,32.5015,0.542,0.9283,1.0633,1.0783,52,4273672192,72,5897090389,100,104853504,72,6001943893,8.9667,7.8333,10.5,0,1854277.866,30925.2479,922411.8319,15383.7864,931866.0337,15541.4615,WSK
20.8333,57,4.1667,2.5,19.6667,2121728,35379.8232,32,0.5336,0.83,1.0033,1.0567,52,4269375488,72,5893795840,100,104853504,72,5998649344,9.3667,7.3333,13.6667,0,1854224.644,30924.3603,922384.0222,15383.3226,931840.6216,15541.0377,WSK
23.8333,50.6667,23.6667,3.5,17.1667,2164748.3,36091.1687,37.002,0.6169,0.9217,0.9967,1.0483,52,4262408192,72,5889735339,100,104853504,72,5994588843,9.1333,7.6667,11.1667,0,1833637.8,30586.1184,912140.6,15215.0225,921497.2,15371.0959,WSK
21.8333,13.6667,13.5,33.6667,27.1667,2095091.7,34941.4893,31.998,0.5337,0.7117,0.925,1.0183,52,4258537472,72,5887418368,100,104853504,72,5992271872,8.7667,7.6667,11.1667,0,1854021.4,30915.8146,922261.4,15378.7127,931760,15537.1019,WSK
23.1667,14.6667,54.1667,22,2,2146304,35789.6281,32,0.5336,0.7883,0.9067,0.9983,52,4251875328,72,5883450709,100,104853504,72,5988304213,9.4667,7.6667,12.5,0,1833487.658,30568.3171,912104.7045,15206.814,921382.9532,15361.5031,WSK
22.6667,46.1667,28.1667,12.3333,4.1667,2146304,35789.6281,37,0.617,0.6617,0.8583,0.9783,52,4247201792,72,5879709013,100,104853504,72,5984562517,8.6333,7.8333,9.5,0,1854185.871,30918.5571,922424.2733,15381.4286,931761.5976,15537.1285,WSK
22,62,18.1667,6.5,1,2224128,37081.1604,34,0.5669,0.6317,0.8067,0.9517,52,4240624981,72,5876103851,100,104853504,72,5980957355,10.5333,7.6667,18.3333,0,1847127.778,30800.8634,919603.5148,15334.3924,927524.2633,15466.471,WSK
24.6667,72.8333,1.1667,23.1667,1,2234374.15,37258.1983,33.001,0.5503,0.8117,0.83,0.9533,52,4236025856,72,5873272832,100,104853504,72,5978126336,10.7333,7.8333,18.8333,0,1842271.85,30725.0142,916582.4852,15286.5658,925689.3644,15438.4484,WSK
20.5,59.1667,2.3333,19.6667,1,2150379.5,35857.5871,34.997,0.5836,0.7183,0.8,0.935,52,4232714240,72,5871510869,100,104853504,72,5976364373,8.6,7.5,10.1667,0,1854067,30916.575,922307,15379.4731,931760,15537.1019,WSK
24.1667,92.6667,1,2,1,2222106.651,37053.6377,34.504,0.5754,0.8433,0.8183,0.9317,52,4226263040,72,5868082517,100,104853504,72,5972936021,10.9333,7.3333,21.1667,0,1834009,30587.2081,912405,15216.8946,921604,15370.3135,WSK
22,76.1667,1.8333,2,8,1646592,27452.3508,32,0.5335,0.945,0.855,0.94,52,4223421781,72,5865963520,100,104853504,72,5970817024,9.9,7.3333,16.8333,0,1854101,30917.1419,922383,15380.7404,931718,15536.4015,WSK
22.8333,52.6667,1,1.8333,36.3333,2139131.904,35670.0334,35.49,0.5918,0.9817,0.8833,0.945,51.5,4217473024,72,5863250603,100,104853504,72,5968104107,9.8667,8,12.6667,0,1833612,30575.4877,912098,15209.238,921514,15366.2498,WSK
22.5,50.8333,1,2,36,2239001.067,37335.3521,34.5065,0.5754,0.9967,0.9083,0.95,51,4213166080,72,5860506965,100,104853504,72,5965360469,9.3333,7.3333,13.1667,0,1854040,30916.1247,922322,15379.7232,931718,15536.4015,WSK
22,59.1667,1,1.8333,25.5,2225679.893,37113.2215,32.9965,0.5502,1,0.9267,0.9583,51,4207740928,71.6667,5857105920,100,104853504,72,5961959424,10.2333,8.1667,15,0,1833505.26,30578.8069,912167.6296,15212.9358,921337.6306,15365.8711,WSK
23,16.3333,6.3333,10.1667,59.1667,1657819.136,27639.5321,32.507,0.542,1,0.9433,0.96,51,4202805248,71,5853904213,100,104853504,72,5958757717,8.4,7.3333,9.8333,0,1854442.887,30922.8429,922531.7427,15383.2207,931911.1441,15539.6222,WSK
21.5,57.8333,5.5,6.1667,16.8333,2113523.7,35248.8943,30.998,0.517,1.145,0.9917,0.9817,51,4196065280,71,5850135893,100,104853504,72,5954989397,10.2,7.5,17.3333,0,1845909.026,30785.6742,918324.3258,15315.6158,927584.6998,15470.0584,WSK
23.6667,85.6667,2.5,4.5,2,2674700.3,44600.6387,37.002,0.617,1.1667,1.0267,0.9967,51,4190730240,71,5846010539,100,104853504,72,5950864043,8.9333,7.8333,11.1667,0,1841950.182,30719.6495,916277.6561,15281.4819,925672.5254,15438.1675,WSK
22,72.5,5.3333,9.3333,1,1947619.328,32481.9768,32.996,0.5503,1.0717,1.0233,1,51,4186310656,71,5844069035,100,104853504,72,5948922539,8.9333,7.3333,12,0,1833502.701,30578.7642,912059.0719,15211.1253,921443.6286,15367.6389,WSK
21.1667,69.1667,2,12.8333,1,1710096.372,28515.8641,34.002,0.567,1.0733,1.03,1.0033,51,4180547584,71,5840308224,100,104853504,72,5945161728,9.3667,7.6667,12,0,1854393.092,30927.1697,922587.9462,15386.7236,931805.1462,15540.4461,WSK
24.5,78,2,16.6667,1,2691059.7,44880.9156,36.4985,0.6087,1.0867,1.0417,1.0067,51,4174526464,71,5836304384,100,104853504,72,5941157888,11.7,7.6667,20.5,0,1834224,30590.7939,912710,15221.9813,921514,15368.8125,WSK
22.3333,79.8333,1.8333,6,1,1941508.1,32380.055,32.4995,0.542,0.9367,1.0067,0.9967,51,4170397696,71,5833680213,100,104853504,72,5938533717,8.6,7.1667,11.3333,0,1854338.497,30921.1022,922472.6498,15382.2353,931865.8468,15538.8669,WSK
22.1667,46.3333,1.3333,39.1667,1,1946664.981,32460.6467,29.497,0.4919,0.975,1.0033,1,51,4164204544,71,5830251861,100,104853504,72,5935105365,9.1,7.8333,11.1667,0,1833673,30581.6044,912159,15212.7919,921514,15368.8125,WSK
21.3333,12.8333,1,68.3333,3.5,2214891.52,36927.1677,36.507,0.6087,0.9833,1,1,51,4160846507,71,5828343125,100,104853504,72,5933196629,9.2,7.6667,13,0,1853978.503,30915.0993,922324.3502,15379.7624,931654.1532,15535.3369,WSK
24.3333,6.1667,3.3333,34,54,3752377.174,62581.3405,35.8754,0.5983,1.0433,1.0117,1.0033,50.8333,4149889024,71,5819505323,100,104853504,71.5,5924358827,719.8,516.3333,1030,0,2705929.749,45128.9151,1945034.212,32438.8628,760895.536,12690.0523,WSKwL
30.6667,10,11.1667,91.6667,9.3333,5989066.437,99851.0576,41.4287,0.6907,1.2517,1.0783,1.025,50,4111740928,71,5785595221,100,104853504,71,5890448725,1529.48,1040.6,2258.8,0,3755225.112,62628.8378,2949942.872,49198.5135,805282.2402,13430.3242,WSKwL
30.8333,10.6667,11.3333,100,1,5887032.007,98149.9168,45.3931,0.7568,1.2333,1.1,1.0333,50,4090107904,70.1667,5769783296,100,104853504,71,5874636800,848.8333,537.5,1614.8333,0,3582187.152,59732.9857,2847163.102,47476.4566,735024.0497,12256.5291,WSKwL
31,10.1667,12,100,1,5740141.409,95700.9238,41.0572,0.6845,1.2717,1.1367,1.05,50,4069679104,70,5755073877,100,104853504,71,5859927381,887.5714,192.7143,2015.8571,0,3559196.615,59339.7235,2828031.694,47149.5781,731164.9209,12190.1454,WSKwL
31,10.1667,12,97,4.5,4254024.053,70935.8688,36.8999,0.6153,1.3183,1.1733,1.0683,49.3333,4049182720,70,5740429312,100,104853504,70.3333,5845282816,1199.76,511.4,1945.6,0,3551342.361,59238.4047,2808587.787,46848.8371,742754.5747,12389.5676,WSKwL
31,10,12,96.6667,5,5866971.176,97848.085,38.6921,0.6453,1.235,1.1783,1.0783,49,4027594752,70,5724602368,100,104853504,70,5829455872,1024.4,392.7143,1905.1429,0,3608732.677,60185.6684,2843876.626,47429.5635,764856.0503,12756.1049,WSKwL
31,10.8333,11.6667,100,1,5702659.031,95076.0092,42.6185,0.7105,1.27,1.195,1.0883,49,4007614464,70,5710487552,100,104853504,70,5815341056,1236.6,458.5,2165.3333,0,3385854.374,56449.7228,2721307.505,45370.2485,664546.8691,11079.4743,WSKwL
30,10,11,100,1,5685861.031,94827.5689,39.531,0.6593,1.1967,1.1883,1.09,49,3988013056,69.8333,5696367957,100,104853504,70,5801221461,1033.8,385,2066,0,3400833.112,56708.9063,2698278.779,44993.8099,702554.3325,11715.0964,WSKwL
30.3333,10,11.3333,100,1,6050041.103,100901.2859,41.8589,0.6981,1.195,1.1867,1.0967,48.3333,3968790528,69,5682783573,100,104853504,70,5787637077,906.6333,435.6667,1609.8333,0,3609883.01,60204.8534,2826088.011,47132.8888,783794.9996,13071.9646,WSKwL
31,10,12,100,1,5530553.688,92222.0058,36.2031,0.6037,1.1717,1.1833,1.0983,48,3949867008,69,5669550080,100,104853504,70,5774403584,1183.3429,389.2857,2198.4286,0,3540494.336,59027.9149,2783755.45,46411.3946,756738.8866,12616.5203,WSKwL
30,9.6667,11,100,1,5742220.869,95751.5569,42.1348,0.7026,1.2083,1.1883,1.1,48,3930943488,69,5656269483,100,104853504,69.1667,5761122987,492.2667,155.3333,1204.1667,0,3339212.735,55672.1029,2596793.674,43294.326,742419.0611,12377.7769,WSKwL
30,9.6667,11,96,5,4480895.75,74731.4168,40.9511,0.683,1.2583,1.2033,1.1083,48,3912579072,69,5643422379,100,104853504,69,5748275883,989.1667,584.3333,1632.8333,0,3560676.492,59374.2953,2778506.574,46331.6087,782169.9182,13042.6866,WSKwL
30.8333,10,11.8333,100,1,5797427.856,96688.2564,39.8019,0.6638,1.24,1.2083,1.1133,47.5,3891184299,69,5627756544,100,104853504,69,5732610048,593.36,170.2,1491.2,0,3536328.026,58968.2846,2751834.246,45886.8475,784493.7798,13081.437,WSKwL
30.3333,10,10.8333,100,1.5,5723115.423,95417.0627,43.9531,0.7328,1.3933,1.255,1.1333,47,3872462848,68.8333,5614746965,100,104853504,69,5719600469,1177.6857,543,2144.2857,0,3480659.493,58030.335,2718450.185,45322.6106,762209.3087,12707.7244,WSKwL
30.1667,10,64,39.5,8.6667,5565260.962,92800.7497,39.2643,0.6547,1.275,1.2433,1.1367,47,3854316885,68,5602043904,100,104853504,69,5706897408,662.1,295.5,1276.6667,0,3456204.003,57641.8279,2706910.167,45145.2663,749293.8354,12496.5616,WSKwL
30.5,10,100,1,11.5,5769988.871,96198.5474,39.999,0.6669,1.2767,1.245,1.1433,47,3837718528,68,5591072768,100,104853504,69,5695926272,1293.4667,786.5,1775.5,0,3666909.114,61135.5304,2854912.621,47597.7429,811996.4926,13537.7875,WSKwL
31,11,100,1,11,5996371.249,99989.5156,43.5634,0.7264,1.265,1.25,1.15,47,3819354112,68,5578528768,100,104853504,68.5,5683382272,964.3333,594.5,1530.3333,0,3659658.151,61014.6407,2844602.453,47425.8495,815055.698,13588.7912,WSKwL
30.1667,10.1667,100,1,11,5859795.626,97712.1165,79.4846,1.3254,1.2533,1.2467,1.1583,46,3800702976,68,5565603157,100,104853504,68,5670456661,728.7667,412,1480.5,0,3349439.987,55861.2406,2635635.733,43956.5666,713804.2542,11904.674,WSKwL
30,10,100,1,11,5740897.07,95745.4481,39.0575,0.6514,1.19,1.23,1.1583,46,3783237632,68,5553628501,100,104853504,68,5658482005,1285.8,599.5,2052.1667,0,3511522.204,58554.6474,2734782.05,45602.5021,776740.1543,12952.1453,WSKwL
30,10,100,1,11,5840163.218,97368.5098,40.8807,0.6816,1.2483,1.235,1.1633,46,3766601728,68,5542777515,100,104853504,68,5647631019,821.6333,268.1667,1446.3333,0,3726894.413,62125.2611,2866053.994,47775.5292,860840.4188,14349.7319,WSKwL
30,10,100,1,11,5732320,95570.5235,38.5234,0.6423,1.2033,1.2233,1.1667,46,3744710656,67.5,5526607189,100,104853504,68,5631460693,1167.76,607.2,2206.8,0,3397064.283,56636.6169,2697164.203,44967.726,699900.0794,11668.891,WSKwL
30.1667,10,100,1,11.1667,5654776.819,94293.427,78.5909,1.3105,1.1367,1.1983,1.16,45.5,3726241109,67,5513512960,100,104853504,68,5618366464,1236.2,590.1667,2161.8333,0,3285106.946,54779.172,2628372.116,43828.116,656734.8296,10951.056,WSKwL
30.6667,10.3333,100,1,11.5,5814451.062,96955.9957,44.4649,0.7415,1.3467,1.2433,1.1767,45,3710189568,67,5503138475,100,104853504,68,5607991979,572.3667,289.8333,1215,0,3778857.383,63012.4626,2931523.386,48883.1647,847333.9966,14129.2979,WSKwL
30.1667,10,100,1,11.1667,5849318.111,97553.671,41.1614,0.6865,1.3483,1.2667,1.19,45,3692427264,67,5491141973,100,104853504,67.1667,5595995477,756.2,259,1476.3333,0,3527090.007,58814.2406,2756750.096,45968.8193,770339.9112,12845.4212,WSKwL
30.5,10,100,1,11.5,3977943.975,66321.1733,35.3033,0.5886,1.3817,1.2833,1.1967,45,3674966016,67,5479335253,100,104853504,67,5584188757,1256.6333,371.3333,2198.8333,0,3279179.575,54680.3331,2612842.003,43569.1513,666337.5724,11111.1818,WSKwL
30.5,10,100,1,11.5,5399078.033,90044.6637,40.5566,0.6764,1.2617,1.2733,1.195,45,3658887851,67,5468781227,100,104853504,67,5573634731,791.7,217.1667,1963.1667,0,3474998.966,57945.6222,2726737.575,45468.3604,748261.3901,12477.2618,WSKwL
30,10,100,1,11,5983622.311,99760.2919,41.7315,0.6958,1.2583,1.265,1.195,44.3333,3641698304,67,5457314475,100,104853504,67,5562167979,998.5333,476,1680.8333,0,3619695.326,60338.3118,2826660.009,47118.8533,793035.3172,13219.4585,WSKwL
30,10,100,1,11,5726624.048,95475.5593,40.162,0.6696,1.1933,1.2467,1.19,44,3624325120,66.3333,5445679787,100,104853504,67,5550533291,665.96,255,1299,0,3553589.965,59256.1275,2748325.854,45828.3451,805264.1115,13427.7824,WSKwL
30,9.8333,100,1,11,5795032.856,96648.3131,40.4061,0.6739,1.15,1.225,1.1833,44,3607164928,66,5434046464,100,104853504,67,5538899968,753.1714,311.5714,1568.2857,0,3525406.797,58795.9773,2733757.795,45593.0253,791649.0018,13202.952,WSKwL
30,10,100,1,11,5728816.786,95528.0438,44.6194,0.744,1.1883,1.2217,1.1833,44,3590276437,66,5422794752,100,104853504,67,5527648256,975.3333,392.1667,1826.1667,0,3570379.977,59546.0303,2835492.665,47289.7376,734887.3129,12256.2927,WSKwL
29.6667,8.3333,99,1,11.1667,4856528,80969.123,38.332,0.6391,1.08,1.1833,1.1717,44,3574584661,66,5412407979,100,104853504,66.5,5517261483,426.5333,189.5,718.3333,0,2665707.559,44450.6847,1757606.215,29308.091,908101.3434,15142.5937,WSK
26.3333,1.6667,98.5,1,3.5,1648627.7,27490.8738,30.498,0.5086,1.0283,1.1467,1.1583,43.3333,3559680000,66,5400018944,100,104853504,66,5504872448,8.9333,7.6667,10.8333,0,1854219.205,30924.2696,922571.3982,15386.4476,931647.8072,15537.822,WSK
26,1,92.8333,8.3333,1,2166796.3,36131.3373,36.002,0.6003,1.065,1.135,1.1533,43,3546245120,66,5388636843,100,104853504,66,5493490347,9.4,7.6667,13,0,1833883.853,30585.121,912386.6276,15216.5882,921497.2252,15368.5328,WSK
26,1,17,84,1,2293735.424,38254.4267,32.996,0.5503,1.0217,1.1083,1.1433,43,3532337152,66,5376779605,100,104853504,66,5481633109,13.7,7.8333,32.5,0,1854151.942,30917.9914,922346.9742,15380.1396,931804.9676,15537.8517,WSK
26,1,1,100,1,2187276.276,36472.841,37.002,0.617,1.06,1.1017,1.1367,43,3518187520,65.5,5364678656,100,104853504,66,5469532160,9.3667,8.1667,10.8333,0,1833412.058,30577.2525,912027.0258,15210.5908,921385.0324,15366.6616,WSK
26,1.1667,1,99.8333,1,2121728,35373.9246,32,0.5335,1.02,1.08,1.125,43,3503865856,65,5352411819,100,104853504,66,5457265323,9.4667,7.3333,14.3333,0,1854395.942,30916.9047,922590.9742,15381.6435,931804.9676,15535.2612,WSK
26,1.8333,1,53.5,46.5,2140157.95,35687.1427,30,0.5003,1.005,1.0633,1.1133,43,3492876288,65,5345150293,100,104853504,66,5450003797,11.3,8.8333,14.6667,0,1833531.211,30574.1406,912104.179,15209.341,921427.0324,15364.7996,WSK
26,2.8333,1,51,48.6667,2119669.774,35357.294,31.998,0.5337,1,1.0483,1.1017,43,3489388544,65,5342868821,100,104853504,66,5447722325,10.3333,8.3333,14.1667,0,1854286.789,30920.2399,922439.821,15381.6879,931846.9676,15538.5521,WSK
26,1,1,100,1,2136051.712,35612.7328,32,0.5335,1.025,1.0433,1.09,42.8333,3483712853,65,5339610453,100,104853504,66,5444463957,10.9333,8.6667,17.5,0,1833401.56,30571.9787,911999.7526,15207.5997,921401.8072,15364.379,WSK
26,1,3.3333,97.8333,1,2240512,37360.5469,35,0.5836,1.0383,1.0433,1.09,42,3479309653,65,5337298261,100,104853504,66,5442151765,12.0667,8.1667,22.6667,0,1854092.853,30917.0061,922349.6276,15380.1839,931743.2252,15536.8222,WSK
26,1,73.3333,28.3333,1,1728042.502,28815.1159,32.4985,0.5419,1.0133,1.0317,1.08,42,3475659435,65,5335554048,100,104853504,66,5440407552,9.5,8.1667,11.8333,0,1833466.639,30578.1628,912010.4728,15210.3148,921456.1666,15367.848,WSK
26,1.6667,99.3333,1.6667,1,1647092.212,27465.2695,32.5045,0.542,1,1.0233,1.0767,42,3470800896,65,5332862976,100,104853504,66,5437716480,11.3,8.3333,19.6667,0,1854302.148,30910.1875,922422.547,15376.2718,931879.601,15533.9157,WSK
