CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeSwap%,Mem_freeSwap,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
1,1,1,1,1,12697.6,211.7325,2.4,0.04,0,0,0,86,7069239296,96,7822579712,100,104853504,96,7927433216,10.6333,7.8333,17.1667,0,1833610.7,30570.3685,912096.7,15206.6806,921514,15363.6879,NTS
1.6667,2.3333,1.5,1.5,1.3333,7782.4,129.7932,1.6,0.0267,0.0483,0.0117,0.0033,86,7068852224,96,7822200832,100,104853504,96,7927054336,187.7667,8.5,544.1667,0,2954980.837,49266.1026,2054431.558,34251.9433,900549.2789,15014.1594,NTSwL
4.8333,9.3333,2.5,3.3333,3.6667,16384,273.2488,3,0.05,0.2967,0.085,0.025,86,7068508160,95,7821863595,100,104853504,96,7926717099,666.16,64.6,1424.6,0,3418324.329,57000.5724,2640884.99,44036.7682,777439.3393,12963.8042,NTSwL
4.8333,9.6667,2.3333,4,3.6667,16384,273.1577,3,0.05,0.3733,0.1483,0.0533,86,7068259669,95,7821621931,100,104853504,96,7926475435,654.7333,211.5,1489.6667,0,3461061.069,57722.833,2676838.894,44643.7441,784222.175,13079.089,NTSwL
5,9.8333,2,4.8333,2.3333,14860.1118,247.8338,2.628,0.0438,0.3767,0.1917,0.0717,86,7067891712,95,7821262848,100,104853504,96,7926116352,727.7429,9,1805,0,3312398.751,55234.263,2567373.927,42810.9709,745024.8239,12423.292,NTSwL
4.6667,9.3333,1.3333,4.8333,3.5,13811.8882,230.3133,2.372,0.0396,0.31,0.2033,0.0883,86,7067762688,95,7821142699,100,104853504,96,7925996203,323.5667,8.1667,1376.5,0,3381159.931,56390.259,2632708.407,43907.7453,748451.5238,12482.5137,NTSwL
4.8333,9.1667,1.5,4,4.1667,16384,273.2033,3,0.05,0.3067,0.2267,0.0983,86,7067547648,95,7820934485,100,104853504,96,7925787989,766.6,352,1563.1667,0,3444207.692,57432.1776,2663689.386,44417.0316,780518.3062,13015.146,NTSwL
5,9.1667,2.5,3.6667,4.1667,10974.5341,183.0004,2.1196,0.0353,0.1983,0.2083,0.1,86,7067504640,95,7820898304,100,104853504,96,7925751808,659.88,202.2,1276.8,0,3468143.968,57831.3151,2669694.051,44517.1594,798449.917,13314.1557,NTSwL
5,9.3333,3,3.6667,3.3333,9505.4659,158.5037,1.8804,0.0314,0.145,0.19,0.095,86,7067375616,95,7820777472,100,104853504,96,7925630976,395.8286,7.5714,1234.7143,0,3571085.583,59528.0144,2740212.475,45677.8209,830873.1084,13850.1935,NTSwL
4.8333,9.3333,1.6667,4.3333,3.6667,16384,273.2033,3,0.05,0.0883,0.1617,0.0917,86,7067246592,95,7820655275,100,104853504,96,7925508779,542.1333,7.6667,1455.3333,0,3295991.285,54951.5053,2570578.744,42857.2648,725412.5412,12094.2404,NTSwL
5,9.6667,2.1667,4,3.8333,16384,273.2488,3,0.05,0.1883,0.1783,0.0983,86,7067246592,95,7820662101,100,104853504,96,7925515605,867.72,394,1517,0,3516061.41,58630.3387,2712651.855,45233.481,803409.5547,13396.8577,NTSwL
5,9.8333,3.6667,2.1667,4.1667,14627.9798,243.9623,2.5713,0.0429,0.3267,0.2133,0.1117,86,7067246592,95,7820668928,100,104853504,96,7925522432,1144.5,734.5,1562.6667,0,3673839.762,61261.2934,2831736.585,47219.2194,842103.1776,14042.074,NTSwL
5,10,2.3333,3.1667,4,14044.0202,234.1841,2.4287,0.0405,0.3133,0.2367,0.1233,86,7067246592,95,7820675755,100,104853504,96,7925529259,655.0571,165.8571,1724.8571,0,3321974.423,55403.1758,2580774.871,43041.6089,741199.5518,12361.5669,NTSwL
5,10,2,3.3333,3.6667,16384,273.1577,3,0.05,0.145,0.2,0.1167,86,7067117568,95,7820553557,100,104853504,96,7925407061,551.2667,249.6667,1239.6667,0,3356649.054,55981.4719,2633470.81,43920.4605,723178.2442,12061.0114,NTSwL
5,10,2,2.8333,5.1667,11346.8479,189.1457,2.1802,0.0363,0.0917,0.1717,0.11,86,7066730496,95,7820173312,100,104853504,96,7925026816,899.88,408.6,1627.4,0,3449762.366,57524.8018,2669514.943,44514.1728,780247.4229,13010.629,NTSwL
5,9.6667,3.3333,2.1667,4.5,9133.1521,152.2953,1.8198,0.0303,0.225,0.1917,0.1183,86,7066472448,95,7819923456,100,104853504,96,7924776960,659.5667,8.6667,1460.1667,0,3542961.861,59088.7569,2743125.535,45749.2584,799836.3259,13339.4984,NTSwL
5,9.3333,3.5,3.1667,3.3333,16384,273.2033,3,0.05,0.195,0.1917,0.12,86,7066472448,95,7819930283,100,104853504,96,7924783787,839.3,146,1672.6667,0,3423046.631,57079.3168,2682184.526,44725.4382,740862.105,12353.8787,NTSwL
5,9.3333,3.1667,2.1667,4.6667,37840,630.9822,5.3281,0.0888,0.185,0.1867,0.1217,86,7066472448,95,7819937109,100,104853504,96,7924790613,801.2667,169.6667,2136.5,0,3406829.574,56799.426,2656337.386,44287.0521,750492.1885,12512.3739,NTSwL
4.8333,9.5,3.1667,3.6667,3.1667,269360,4491.5791,43.6719,0.7282,0.1367,0.1733,0.1183,86,7066785792,95,7820272299,100,104853504,96,7925125803,825.4,248.1667,1499.3333,0,3432523.602,57246.8913,2657436.088,44320.1482,775087.5139,12926.7431,NTSwL
4.3333,9,2.8333,3.8333,2.8333,16384,273.2033,3,0.05,0.09,0.1533,0.1117,86,7067959296,95,7821453995,100,104853504,96,7926307499,858.8857,417.2857,1324.2857,0,3619588.097,60356.6466,2804762.745,46769.4305,814825.352,13587.2161,NTSwL
5,9.8333,2.8333,4.5,2.3333,16384,273.2033,3,0.05,0.1267,0.15,0.11,86,7067873280,95,7821374805,100,104853504,96,7926228309,452.8,220.2,1277.6,0,3584329.005,59758.7363,2797757.322,46644.837,786571.6827,13113.8993,NTSwL
5,10,2.3333,4.6667,2.5,10435.7809,173.9877,1.9108,0.0319,0.2067,0.1633,0.115,86,7067744256,95,7821252608,100,104853504,96,7926106112,741.6857,107.1429,1701.8571,0,3373238.038,56276.9109,2620729.718,43722.5512,752508.3197,12554.3597,NTSwL
5,9.6667,1,4.6667,4.1667,16252.2191,270.9606,2.9759,0.0496,0.3067,0.2033,0.1317,86,7067529216,95,7821045760,100,104853504,96,7925899264,726.88,171.2,1467.4,0,3521686.185,58714.3412,2729101.518,45500.192,792584.6673,13214.1492,NTSwL
5,9.6667,2,5.6667,3,26560,442.962,5.1133,0.0853,0.3117,0.2183,0.1383,86,7067185152,95,7820711936,100,104853504,96,7925565440,819.8571,269.4286,1554.2857,0,3522340.57,58744.8394,2738818.753,45677.4308,783521.8167,13067.4086,NTSwL
5,10,3.3333,3.8333,2.8333,16384,273.2033,3,0.05,0.3117,0.235,0.1483,86,7067056128,95,7820582229,100,104853504,96,7925435733,880.48,373,1764.2,0,3458774.825,57684.7036,2691847.437,44894.0533,766927.3878,12790.6502,NTSwL
5,9.8333,3.3333,2.3333,4.5,14861.4615,247.8149,2.6283,0.0438,0.31,0.2517,0.1583,86,7067559253,95.3333,7821092181,100,104853504,96,7925945685,666.3333,213.5,1589.6667,0,3423386.935,57084.9914,2683281.283,44743.7266,740105.6518,12341.2648,NTSwL
4.8333,9,3.5,4.1667,2.5,13810.5385,230.2908,2.3717,0.0395,0.295,0.2567,0.1667,86,7068938240,96,7822477995,100,104853504,96,7927331499,933.6286,374.1429,2049.7143,0,3406423.288,56802.1225,2635146.795,43941.0838,771276.4935,12861.0387,NTSwL
5,9.6667,3.8333,4.6667,1.6667,16384,273.2033,3,0.05,0.415,0.2967,0.1867,86,7068508160,95.6667,7822054741,100,104853504,96,7926908245,907.44,397,1755.6,0,3619855.397,60361.1038,2811999.488,46890.1032,807855.9085,13471.0006,NTSwL
5,9.8333,2.3333,6.3333,1,10906.0785,181.8286,2.1084,0.0352,0.3267,0.2933,0.19,86,7068164096,95,7821717504,100,104853504,96,7926571008,1001.9714,577.4286,1591,0,3587873.031,59817.8231,2762291.643,46053.5452,825581.3884,13764.2779,NTSwL
4.6667,9,1.5,6.3333,1.8333,9573.9215,159.6452,1.8916,0.0315,0.2833,0.2833,0.1917,86,7067906048,95,7821467648,100,104853504,96,7926321152,1014.96,388.6,2134.8,0,3290858.305,54884.2279,2582580.958,43071.7305,708277.3463,11812.4974,NTSwL
5,9.5,2.6667,6,2.1667,16384,273.2488,3,0.05,0.25,0.275,0.1917,86,7067417259,95,7820985685,100,104853504,96,7925839189,1211.2333,848.5,1675.8333,0,3522697.109,58750.7857,2739033.645,45681.0148,783663.4634,13069.7709,NTSwL
4.1667,7.6667,2.3333,3.5,2.6667,16384,273.1577,3,0.05,0.135,0.2383,0.18,86,7069464576,96,7823039829,100,104853504,96,7927893333,525.2286,271,685.8571,0,2705558.388,45115.1974,1802166.964,30051.1416,903391.4237,15064.0558,NTS
1.1667,1.3333,1.1667,1.1667,1,15153.97,252.6925,2.6997,0.045,0.0483,0.1933,0.1683,86,7068948480,96,7822530560,100,104853504,96,7927384064,9.6,7.3333,13.6667,0,1833835.573,30579.2158,912494.5054,15215.8497,921341.0676,15363.3661,NTS
1,1,1,1,1,13518.03,225.4132,2.3003,0.0384,0.015,0.155,0.1567,86,7068604416,96,7822193323,100,104853504,96,7927046827,9.3333,7.3333,12.3333,0,1854499.427,30928.9431,922608.4946,15387.0663,931890.9324,15541.8768,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0033,0.125,0.145,86,7068174336,95.1667,7821770069,100,104853504,96,7926623573,10.3333,7.6667,14.8333,0,1833591.1,30575.1392,912119.1,15209.5898,921472,15365.5494,NTS
1,1,0.8333,1,1,12697.6,211.7325,2.4,0.04,0,0.1,0.1333,86,7067959296,95,7821561856,100,104853504,96,7926415360,9.8667,7.5,14.1667,0,1854015.418,30915.7148,922438.155,15381.6601,931577.263,15534.0547,NTS
1,1,1,1,1,7782.4,129.7716,1.6,0.0267,0,0.0783,0.1217,86,7068150443,95.1667,7821761195,100,104853504,96,7926614699,9.2333,7.5,13.1667,0,1833958.582,30581.267,912303.845,15212.6704,921654.737,15368.5966,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.0633,0.1083,86,7069665280,96,7823282859,100,104853504,96,7928136363,9.7667,7.8333,13.1667,0,1854050.9,30911.1521,922332.9,15377.3408,931718,15533.8113,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0.0483,0.0967,86,7069364224,96,7822988629,100,104853504,96,7927842133,9.7,7.3333,12.8333,0,1833291.429,30575.2406,911912.5234,15208.6812,921378.9054,15366.5595,NTS
1,1,1,1,1,15155.2,252.7552,2.7,0.045,0,0.0367,0.09,86,7069364224,96,7822995456,100,104853504,96,7927848960,11.6,7.6667,18.8333,0,1854240.901,30919.4748,922448.7016,15381.8359,931792.1996,15537.6388,NTS
1,1,1,1,1,296140.8,4938.1491,46.3,0.7721,0,0.0283,0.08,86,7068977152,96,7822641152,100,104853504,96,7927494656,9.4,7.6667,12.8333,0,1835316.57,30603.9115,913284.675,15229.0258,922031.895,15374.8857,NTS
1,1,1,1,1,12288,204.9025,2,0.0334,0,0.02,0.0783,86,7068676096,96,7822353749,100,104853504,96,7927207253,10,7.6667,15.8333,0,1853993.015,30915.3413,922359.3892,15380.3467,931633.6261,15534.9946,NTS
1,1,1,1,1,12697.6,211.7325,2.4,0.04,0,0.0167,0.07,86,7068590080,96,7822274560,100,104853504,96,7927128064,8.8667,7.5,11.5,0,1835148.685,30601.112,913363.9108,15230.347,921784.7739,15370.7649,NTS
1,1,1,1,1,7782.4,129.8148,1.6,0.0267,0.1083,0.0417,0.0767,86,7068590080,96,7822282752,100,104853504,96,7927136256,10.3,7.8333,16.3333,0,1855651.595,30948.1587,924059.5306,15411.2664,931592.064,15536.8923,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0783,0.04,0.0733,86,7068590080,96,7822289579,100,104853504,96,7927143083,10.5333,7.8333,16.3333,0,1833749.194,30577.7755,912287.3954,15212.3961,921461.799,15365.3793,NTS
1,1,1,1,1,36864,614.6049,7,0.1167,0.0383,0.035,0.07,86,7068203008,95.1667,7821916160,100,104853504,96,7926769664,9.8667,7.6667,13,0,1854219.806,30919.123,922449.6046,15381.851,931770.201,15537.272,NTS
1,1,1,1,0.6667,15151.104,252.6869,2.699,0.045,0.0133,0.0267,0.0633,86,7067815936,95,7821537280,100,104853504,96,7926390784,11.4,8.3333,17.6667,0,1926230.182,32119.8963,958152.4167,15977.1955,968077.7649,16142.7008,NTS
1,1,1,1,1,13520.896,225.461,2.301,0.0384,0,0.02,0.06,86,7067514880,95,7821243051,100,104853504,96,7926096555,11.0333,9,14.6667,3.3333,1761861.262,29379.0439,876572.3857,14616.8482,885288.8762,14762.1957,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0533,0.03,0.06,86,7067387221,95,7821122219,100,104853504,96,7925975723,9,7.6667,11,0,1834054.873,30577.7738,912370.0485,15211.2379,921684.8246,15366.5359,NTS
1,1,1,1,1,12697.6,211.6972,2.4,0.04,0.0183,0.0217,0.0517,86,7068567552,95.5,7822309376,100,104853504,96,7927162880,10.6667,7.5,17.6667,0,1856940.289,30964.4871,925144.3185,15426.7854,931795.9704,15537.7017,NTS
1,1,1,1,1,7782.4,129.7716,1.6,0.0267,0.0033,0.02,0.0483,86,7069458432,96,7823208448,100,104853504,96,7928061952,9.6667,8,12.8333,0,1867436.746,31149.904,927634.173,15473.4641,939802.573,15676.4399,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.01,0.04,86,7069171712,96,7822928555,100,104853504,96,7927782059,8.8,7.6667,10.3333,0,1836290.454,30620.151,913545.427,15233.3738,922745.027,15386.7772,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0.0067,0.0367,86,7068971008,96,7822737408,100,104853504,96,7927590912,9.1667,7.8333,11.1667,0,1855529.931,30940.9693,923908.949,15406.1856,931620.982,15534.7838,NTS
1,1,1,1,1,16384,273.2488,3,0.05,0,0,0.03,86,7068282880,95.6667,7822059520,100,104853504,96,7926913024,9.3667,7.6667,12.1667,0,1850812.455,30862.3054,920066.809,15342.1179,930745.646,15520.1875,NTS
1,1,1,1,0.6667,16384,273.2033,3,0.05,0,0,0.0233,86,7067981824,95,7821765973,100,104853504,96,7926619477,9.5333,7.5,12.6667,0,1853996.006,30910.2368,922378.1125,15378.0946,931617.893,15532.1423,NTS
1,1,1,1,1,15151.104,252.6447,2.699,0.045,0,0,0.02,86,7067465728,95,7821256704,100,104853504,96,7926110208,9.9667,7.8333,15.1667,0,1834160.008,30584.6258,912467.9295,15215.4065,921692.079,15369.2193,NTS
1,1,1,1,1,13520.896,225.461,2.301,0.0384,0,0,0.01,86,7067035648,95,7820833451,100,104853504,96,7925686955,10.8,8,16.8333,0,1872547.731,31229.9488,931713.899,15538.9243,940833.832,15691.0245,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0.0067,86,7066992640,95,7820797269,100,104853504,96,7925650773,9.3667,8,11.6667,0,1813647.249,30237.5333,902383.407,15044.7384,911263.842,15192.795,NTS
1,1,1,1,1,12697.6,211.7325,2.4,0.04,0,0,0,86,7066992640,95,7820804096,100,104853504,96,7925657600,10.3333,8,15.6667,0,1833818.32,30573.8299,912231.994,15208.9362,921586.326,15364.8937,NTS
1,1,1,1,1,7782.4,129.7932,1.6,0.0267,0,0,0,86,7066992640,95,7820812288,100,104853504,96,7925665792,9.4667,7.5,13.1667,0,1855444.9,30939.5514,923726.9,15403.1499,931718,15536.4015,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0,0,0,86,7066992640,95,7820819115,100,104853504,96,7925672619,10.2333,8.1667,13.3333,0,1832340.081,30554.2785,910817.5021,15187.8856,921522.5788,15366.3928,NTS
1.6667,2.5,1,1.5,1.5,16384,273.2033,3,0.05,0.035,0.0083,0.0033,86,7066906624,95,7820739925,100,104853504,96,7925593429,423.3,8,1118.8333,0,2708268.319,45160.3855,1935610.298,32276.3098,772658.0212,12884.0757,NTSwL
4.8333,9.6667,2.3333,3.1667,3.6667,14451.9245,240.9859,2.5283,0.0422,0.1183,0.0367,0.01,86,7066734592,95,7820574720,100,104853504,96,7925428224,560.52,226,1566.2,0,3454435.806,57602.7315,2692785.231,44902.205,761650.5754,12700.5265,NTSwL
4.8333,9.8333,3.3333,3,2.8333,14220.0755,237.0803,2.4717,0.0412,0.0817,0.0367,0.01,86,7066734592,95,7820582912,100,104853504,96,7925436416,789.2667,334.8333,1629.8333,0,3367533.619,56163.0023,2630425.688,43869.6746,737107.9315,12293.3277,NTSwL
5,9.8333,3.1667,3,3.8333,16384,273.2033,3,0.05,0.1233,0.0583,0.0117,86,7066734592,95,7820588373,100,104853504,96,7925441877,957.1,385.1667,1718,0,3465311.946,57784.0911,2709783.142,45185.6452,755528.8048,12598.446,NTSwL
5,10,1.8333,4,3.8333,11044.4063,184.1655,2.1309,0.0355,0.2033,0.09,0.025,86,7066648576,95,7820509184,100,104853504,96,7925362688,931.0417,402.3333,1756,3.3333,3404824.3,56784.9283,2681701.924,44724.8486,723122.3761,12060.0797,NTSwL
5,10,2.6667,4.8333,2.3333,9435.5937,157.3386,1.8691,0.0312,0.155,0.0933,0.03,86,7066476544,95,7820345344,100,104853504,96,7925198848,1150.7667,506.8333,2124.3333,0,3380891.258,56376.3758,2666158.096,44458.1974,714733.1614,11918.1784,NTSwL
4.8333,9.6667,2.6667,3,4,16384,273.2033,3,0.05,0.2683,0.135,0.045,86,7067424768,95.3333,7821300395,100,104853504,96,7926153899,961.6333,88.3333,2225.5,0,3339005.289,55696.5019,2623523.264,43761.8559,715482.0254,11934.646,NTSwL
4.8333,9.6667,3.8333,2.6667,3,16384,273.2488,3,0.05,0.2117,0.145,0.0517,86,7069073408,96,7822955861,100,104853504,96,7927809365,766.6333,192.8333,1679.8333,0,3385782.022,56448.5165,2658994.211,44331.3473,726787.8109,12117.1692,NTSwL
5,10,3.3333,2.5,3.6667,14683.4286,244.8462,2.5848,0.0431,0.1433,0.1333,0.055,86,7068815360,96,7822706005,100,104853504,96,7927559509,531.7667,217.8333,1312.3333,0,3503998.437,58429.1885,2746165.129,45792.315,757833.3076,12636.8736,NTSwL
5,10,3.1667,4.1667,2.1667,13988.5714,233.1817,2.4152,0.0403,0.12,0.13,0.0567,86,7068815360,96,7822711467,100,104853504,96,7927564971,461.5667,44.6667,1250.1667,0,3433695.06,57256.8794,2657690.642,44317.0025,776004.4177,12939.8769,NTSwL
5,9.3333,2.3333,6.3333,1.6667,16384,273.2033,3,0.05,0.155,0.135,0.0617,86,7068557312,96,7822461611,100,104853504,96,7927315115,352.8667,38.1667,924.5,0,3497383.039,58318.8767,2686992.242,44805.6068,810390.7968,13513.2699,NTSwL
4.8333,9.5,1.3333,6,2.1667,12406.9161,206.9199,2.3527,0.0392,0.2967,0.1767,0.0817,86,7068299264,96,7822209024,100,104853504,96,7927062528,489.5143,132,1399.7143,0,3536888.41,58967.7961,2747787.495,45811.7288,789100.9145,13156.0673,NTSwL
5,10,1.5,5,3,8073.0839,134.6187,1.6473,0.0275,0.2683,0.1883,0.0917,86,7068041216,95,7821959168,100,104853504,96,7926812672,711.6333,331,1252.5,0,3609087.763,60171.5199,2782755.797,46394.7282,826331.9663,13776.7917,NTSwL
5,10,1.1667,5.1667,4,16384,273.1577,3,0.05,0.3783,0.2317,0.1133,86,7068041216,95,7821965995,100,104853504,96,7926819499,1266.12,774.6,1757.6,0,3525397.096,58795.8155,2728366.561,45503.1114,797030.5349,13292.7041,NTSwL
5,9.8333,2.1667,4.8333,2.8333,16384,273.2488,3,0.05,0.3633,0.2567,0.1283,86,7067635029,95,7821568000,100,104853504,96,7926421504,920.6667,84.3333,1934.1667,0,3343758.545,55757.1877,2614858.327,43602.7735,728900.2186,12154.4142,NTSwL
4.8333,9.6667,3.1667,3.1667,3.3333,14663.1111,244.5482,2.5799,0.043,0.3467,0.2683,0.1367,86,7067553792,95,7821492224,100,104853504,96,7926345728,1168.4,667.1667,1941.3333,0,3387711.291,56490.0999,2647385.461,44145.1636,740325.8292,12344.9363,NTSwL
5,9.8333,3.6667,3.5,2.6667,37137.2615,619.1607,4.9297,0.0822,0.235,0.2517,0.14,86,7067381760,95,7821327019,100,104853504,96,7926180523,622.1143,161.7143,1206.2857,0,3552476.845,59247.4457,2755199.78,45950.6301,797277.0645,13296.8156,NTSwL
5,9.5,2.5,3.6667,4.1667,267687.6274,4464.4367,42.4904,0.7086,0.1833,0.2383,0.1417,86,7066263552,95,7820234752,100,104853504,96,7925088256,450.84,8.2,1116,0,3463076.874,57737.1936,2686644.81,44792.3443,776432.0644,12944.8494,NTSwL
5,9.6667,3.3333,2.1667,4.5,11536,192.3949,2.2109,0.0369,0.1567,0.2133,0.1367,86,7066263552,95,7820242944,100,104853504,96,7925096448,545.8333,8.3333,1544.6667,0,3330409.003,55534.584,2587821.112,43151.9278,742587.8907,12382.6562,NTSwL
5,9.6667,3.6667,4.1667,2.1667,8944,149.1412,1.7891,0.0298,0.2767,0.2333,0.15,86,7066048512,95,7820036096,100,104853504,96,7924889600,933.8,299.5,1991,0,3409140.188,56847.4268,2696089.862,44957.3097,713050.3256,11890.1172,NTSwL
5,10,2.6667,4.3333,2.6667,16384,273.2033,3,0.05,0.3217,0.26,0.1617,86,7066005504,95,7819999915,100,104853504,96,7924853419,986.12,403.4,2019.6,0,3424632.363,57115.2829,2644502.485,44104.4444,780129.8783,13010.8385,NTSwL
5,9.6667,2.8333,4.3333,2.6667,25633.0323,427.4309,4.6935,0.0783,0.265,0.2517,0.1683,86,7066005504,95,7820006741,100,104853504,96,7924860245,815.4667,274.8333,1936.8333,0,3526009.573,58796.2243,2745619.547,45783.2174,780390.0257,13013.0069,NTSwL
4.8333,9.6667,4,2.3333,3.1667,27614.9677,460.4797,5.3065,0.0885,0.1183,0.2117,0.1583,86,7065790464,95,7819806720,100,104853504,96,7924660224,483.1143,69.8571,1294.8571,0,3419302.934,57016.8907,2667226.466,44476.0124,752076.4678,12540.8782,NTSwL
4.8333,9.6667,3.5,2.6667,3.3333,12288,204.9025,2,0.0334,0.25,0.2333,0.17,86,7065747456,95,7819770539,100,104853504,96,7924624043,624.4,215,1103.4,0,3466223.051,57799.2838,2675550.86,44614.8218,790672.1907,13184.4621,NTSwL
5,9.6667,2.1667,5.1667,3.1667,16384,273.2488,3,0.05,0.29,0.245,0.1783,86,7065532416,95,7819562325,100,104853504,96,7924415829,461.4,197,901.5,0,3520857.539,58710.3141,2713530.395,45248.1307,807327.1438,13462.1835,NTSwL
4.8333,9.6667,2.6667,3.5,3.3333,11711.437,195.3208,2.2395,0.0373,0.2017,0.2283,0.1783,86,7065154901,95,7819191637,100,104853504,96,7924045141,704.2667,134.1667,1807.8333,0,3466404.248,57792.6684,2700473.382,45022.8973,765930.8654,12769.771,NTSwL
4.8333,9.3333,3.8333,3.5,2.8333,8768.563,146.1914,1.7605,0.0294,0.3267,0.2517,0.19,86,7065001984,95,7819046912,100,104853504,96,7923900416,704.4667,72.8333,1599.6667,0,3336962.756,55643.8679,2599890.177,43353.1795,737072.5791,12290.6883,NTSwL
4.8333,9.5,3.3333,3,3.1667,16384,273.2033,3,0.05,0.3333,0.27,0.1983,86,7067132587,95,7821184341,100,104853504,96,7926037845,703.6333,71.5,1719.6667,0,3470108.651,57873.7267,2681731.935,44725.3492,788376.7155,13148.3775,NTSwL
4.8333,9.5,2.1667,3.5,4,16384,273.2033,3,0.05,0.2467,0.255,0.1933,86,7067457536,95,7821516117,100,104853504,96,7926369621,584.2667,207.6667,1062.8333,0,3530001.48,58862.7894,2727343.159,45478.4585,802658.3219,13384.3309,NTSwL
5,9.6667,2.8333,4.6667,2.5,14723.2269,245.5508,2.5945,0.0433,0.2083,0.2433,0.19,86,7067242496,95,7821307904,100,104853504,96,7926161408,611.8667,195,1399.6667,0,3578305.024,59668.2512,2761248.181,46043.8249,817056.8427,13624.4263,NTSwL
3.8333,7.8333,1.3333,4.5,1.8333,13948.7731,232.5571,2.4055,0.0401,0.1483,0.2167,0.18,86,7067242496,95,7821314731,100,104853504,96,7926168235,255.1429,7.4286,653.5714,0,2672752.291,44560.7251,1743052.938,29060.5692,929699.3528,15500.1559,NTS
1.1667,1.3333,1,1.3333,1,16384,273.1577,3,0.05,0.0717,0.1833,0.1717,86,7067242496,95,7821321557,100,104853504,96,7926175061,10.2667,8.1667,15.6667,0,1834171.4,30584.8157,912661.6,15218.636,921509.8,15366.1798,NTS
1,1,1,1,1,12651.0916,210.957,2.3924,0.0399,0.025,0.145,0.1617,86,7067156480,95,7821242368,100,104853504,96,7926095872,10.1333,7.5,16.6667,0,1853216.408,30897.2392,922045.7943,15372.5541,931170.614,15524.6851,NTS
1,1,1,1,1,7828.9084,130.5471,1.6076,0.0268,0.0067,0.1167,0.1483,86,7066984448,95,7821078528,100,104853504,96,7925932032,9.8,7.8333,13.1667,0,1834770.855,30589.7108,912676.8429,15216.3528,922094.012,15373.358,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0.0917,0.1367,86,7066812416,95,7820913323,100,104853504,96,7925766827,10.1,7.8333,15.3333,0,1854349.337,30916.1277,922575.7627,15381.3898,931773.574,15534.7378,NTS
1,1,1,1,1,16384,273.1577,3,0.05,0,0.075,0.125,86,7066339328,95,7820447061,100,104853504,96,7925300565,8.8667,7.6667,10.6667,0,1833750.9,30572.7059,912199.1,15208.3878,921551.8,15364.3181,NTS
1,1,1,1,0.6667,15152.7375,252.672,2.6994,0.045,0,0.0567,0.1133,86,7066083328,95,7820197888,100,104853504,96,7925051392,9.5667,7.6667,13.1667,0,1853952.331,30914.6628,922286.165,15379.1256,931666.166,15535.5372,NTS
1,1,1,1,0.8333,13519.2625,225.3962,2.3006,0.0384,0.03,0.055,0.1033,86,7068444672,96,7822566059,100,104853504,96,7927419563,9.1667,7.6667,12.3333,0,1833885.069,30574.9428,912235.235,15208.9902,921649.834,15365.9526,NTS
1,1,1,1,1,16384,273.2033,3,0.05,0.0283,0.0483,0.095,86,7068100608,95.8333,7822229504,100,104853504,96,7927083008,9.7333,7.6667,12.5,0,1854057.407,30921.5712,922391.241,15383.443,931666.166,15538.1282,NTS
