CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
5.0,9.6667,1.0,6.0,2.8333,16340.2092,272.5185,2.9893,0.0499,0.2183,0.2067,0.1833,86.0,7068753920.0,95.0,7819743232.0,96.0,7924596736.0,536.3667,138.3333,1449.6667,0.0,3557416.022,59319.927,2785723.922,46451.958,771692.1008,12867.969,NTSwL
26.0,1.0,1.0,100.0,1.0,2355200.0,39279.5197,33.0,0.5504,1.0,1.01,1.07,1.0,73722538.67,15.0,1252453717.0,16.0,1357307221.0,10.1,8.1667,13.5,0.0,1850594.768,30863.822,920967.7229,15359.7018,929627.045,15504.1202,WSK
1.5,1.0,1.6667,1.8333,1.0,2279011.94,38008.8716,36.5996,0.6104,0.0667,0.075,0.085,36.0,2979551232.0,94.0,7701669888.0,94.0,7806523392.0,8.8,7.8333,10.8333,0.0,1835130.051,30600.8013,913377.6485,15230.5761,921752.4029,15370.2252,TSK
1.3333,1.5,1.0,1.3333,1.1667,16384.0,273.2033,3.0,0.05,0.0867,0.1767,0.17,86.0,7068973056.0,95.0,7821536597.0,96.0,7926390101.0,9.6,7.6667,13.3333,0.0,1833437.332,30577.674,912155.087,15212.7266,921282.245,15364.9474,NTS
13.8333,16.0,10.5,16.5,11.0,284793.6343,4748.1433,33.572,0.5597,0.6267,0.62,0.4483,85.0,6983487488.0,95.0,7776535211.0,95.0,7881388715.0,1188.8333,680.8333,1740.0,0.0,3671402.381,61230.8603,2879765.441,48028.1094,791636.9398,13202.7508,TVMwL
26.0,1.0,100.0,2.0,1.0,2242553.715,37394.5925,35.998,0.6003,1.0183,1.025,1.07,1.0,78019925.33,17.0,1411461120.0,18.0,1516314624.0,10.0667,8.6667,12.3333,0.0,1847571.015,30813.3925,919808.2465,15340.3644,927762.7683,15473.0282,WSK
6.0,11.0,2.6667,4.1667,5.3333,6132996.0,102301.8515,42.9297,0.7161,0.2833,0.2433,0.185,1.0,72606378.67,94.0,7700877995.0,94.0,7805731499.0,1102.9,501.3333,1681.0,0.0,3751269.052,62541.9982,2948700.974,49161.4034,802568.0778,13380.5948,TSKwL
32.0,25.8333,100.0,1.0,0.8333,34277.9308,571.4893,6.1843,0.1031,1.61,1.4817,1.27,1.0,70098944.0,17.0,1413978112.0,18.0,1518831616.0,874.7667,299.1667,1834.5,0.0,3456983.805,57635.6086,2731511.763,45540.3762,725472.0421,12095.2324,WSKwL
12.6667,13.8333,10.5,12.8333,13.6667,290939.9114,4850.6154,32.8449,0.5476,0.6967,0.6167,0.5067,85.0,6957172736.0,95.0,7771285504.0,95.0,7876139008.0,1117.0333,780.0,1651.8333,0.0,3522371.566,58735.5606,2757172.218,45975.8582,765199.3481,12759.7023,TVMwL
5.6667,10.5,3.5,4.6667,3.0,3318028.541,55328.1397,35.6641,0.5947,0.1583,0.155,0.075,71.0,5787000832.0,95.0,7782088021.0,95.0,7886941525.0,1392.6667,870.1667,1870.3333,0.0,3595652.461,59957.5198,2837633.867,47317.5566,758018.5942,12639.9632,TWMwL
5.1667,10.5,3.5,2.8333,4.3333,5106832.116,85142.2493,36.8811,0.6149,0.1817,0.1717,0.1283,10.0,835358720.0,95.0,7746230955.0,95.0,7851084459.0,1255.2667,848.1667,1704.1667,0.0,3717653.151,61981.5464,2926195.292,48786.1836,791457.8587,13195.3628,TWMwL
1.1667,1.0,1.0,1.8333,1.3333,2411057.439,40204.3928,33.8252,0.564,0.0317,0.0517,0.08,42.0,3441108992.0,94.0,7700599467.0,94.0,7805452971.0,8.6667,7.5,10.6667,0.0,1834234.599,30596.0734,912678.1384,15223.989,921556.461,15372.0844,TSK
12.0,19.3333,9.6667,10.8333,9.6667,289868.0048,4833.5502,33.4797,0.5583,0.59,0.5067,0.285,86.0,7045382144.0,95.0,7786703531.0,95.0,7891557035.0,1041.9143,155.2857,2264.7143,0.0,3418186.511,56998.2743,2669636.072,44516.1926,748550.4392,12482.0817,TVMwL
26.0,1.0,100.0,1.0,1.0,2252095.988,37553.71,37.4975,0.6253,1.0683,1.13,1.2217,29.0,2391627776.0,57.0,4701949952.0,58.0,4806803456.0,10.7333,8.1667,18.8333,0.0,1854626.725,30920.7523,922707.0881,15383.5793,931919.6366,15537.173,WSK
1.0,1.0,1.0,1.0,1.0,2007807.539,33485.7828,34.199,0.5704,0.0417,0.0583,0.0817,10.0,782622720.0,95.0,7747650219.0,95.0,7852503723.0,8.7667,7.6667,11.3333,0.0,1847526.7,30807.5154,918778.1892,15320.6301,928748.5105,15486.8853,TWM
13.1667,13.1667,13.8333,10.1667,15.5,266485.1234,4444.3816,30.8244,0.5141,0.3317,0.1683,0.1433,84.0,6917255168.0,95.0,7754719915.0,95.0,7859573419.0,1118.9,555.5,1852.8333,0.0,3545978.48,59139.0674,2783700.35,46425.9565,762278.1301,12713.1109,TVMwL
31.0,10.6667,12.0,1.0,100.0,6000677.793,100078.0152,58.873,0.9819,1.1917,1.2567,1.1567,1.0,72327168.0,13.0,1048868864.0,14.0,1153722368.0,1132.6,727.3333,1638.0,0.0,3526449.904,58793.763,2760372.498,46021.5488,766077.4056,12772.2142,WSKwL
5.0,10.0,2.6667,4.1667,2.8333,16384.0,273.2033,3.0,0.05,0.33,0.2883,0.15,87.0,7115632640.0,96.0,7828376235.0,96.0,7933229739.0,742.5667,400.8333,1392.0,0.0,3503826.481,58416.5802,2717478.317,45306.4074,786348.1635,13110.1728,NTSwL
12.5,15.6667,11.8333,6.5,16.3333,301059.2477,5020.1642,34.884,0.5817,0.4117,0.2083,0.18,85.0,6975434752.0,95.0,7772788053.0,95.0,7877641557.0,968.6333,224.8333,2465.8333,0.0,3145026.861,52443.336,2445752.765,40782.9376,699274.0954,11660.3985,TVMwL
3.0,1.6667,5.3333,2.8333,2.5,117985.28,1967.077,15.402,0.2568,0.2967,0.1417,0.1967,86.0,7003416576.0,95.0,7782709931.0,95.0,7887563435.0,11.9667,7.1667,23.1667,0.0,1835651.579,30614.6027,913954.9394,15242.7442,921696.6395,15371.8586,TVM
3.6667,7.8333,1.6667,2.6667,3.0,16384.0,273.2488,3.0,0.05,0.2533,0.23,0.1617,86.0,7068045312.0,95.0,7821112661.0,96.0,7925966165.0,564.8,301.0,816.8571,0.0,2449924.564,40859.3156,1598278.584,26655.7469,851645.9801,14203.5687,NTS
13.3333,15.5,19.0,7.3333,11.5,647504.0734,10797.1331,61.2641,1.0216,0.8617,0.6683,0.4183,85.0,6927220736.0,95.0,7760678912.0,95.0,7865532416.0,821.04,422.6,1619.6,0.0,3477783.633,57972.7227,2751915.051,45872.8963,725868.5817,12099.8263,TVMwL
1.2,1.4,1.2,1.0,1.2,2279977.928,38018.6415,28.0829,0.4683,0.08,0.024,0.016,80.0,6561744486.0,95.0,7752070758.0,95.0,7856924262.0,170.28,7.6,817.2,0.0,2165951.247,36105.205,1532645.738,25548.3537,633305.5094,10556.8513,TWMwL
4.5714,8.5714,2.1429,3.5714,3.4286,4131812.525,68875.0212,36.2955,0.605,0.1667,0.2117,0.18,1.0,71443797.33,95.0,7746355883.0,95.0,7851209387.0,548.0333,30.3333,935.3333,0.0,2779373.109,46338.3313,1862206.017,31047.116,917167.0915,15291.2153,TWM
14.3333,17.0,12.6667,12.5,15.0,315218.916,5256.2767,36.7179,0.6123,0.5583,0.2683,0.1683,84.1667,6921013248.0,95.0,7756441600.0,95.0,7861295104.0,817.5714,193.7143,1931.1429,0.0,3534459.534,58946.9569,2790011.511,46531.2127,744448.0233,12415.7442,TVMwL
4.5,9.1667,2.1667,5.0,2.3333,19036.4241,317.3795,3.8911,0.0649,0.1667,0.1733,0.1317,86.0,7066359808.0,95.0,7820883968.0,96.0,7925737472.0,562.9667,8.0,1621.3333,0.0,3351031.485,55878.464,2596832.539,43302.1934,754198.9465,12576.2706,NTSwL
1.0,1.0,1.0,1.0,1.0,16384.0,273.2488,3.0,0.05,0.0,0.115,0.1467,87.0,7115563008.0,96.0,7826535765.0,96.0,7931389269.0,12.7667,8.0,20.6667,0.0,1854451.9,30922.9932,922696.1,15385.9613,931755.8,15537.0318,NTS
1.5,1.6667,1.5,1.0,1.3333,2070132.34,34519.4654,32.7998,0.5469,0.0767,0.1117,0.1417,17.0,1365682176.0,94.0,7700119552.0,94.0,7804973056.0,10.2,7.8333,15.3333,0.0,1839188.076,30673.5837,917616.1742,15303.8054,921571.9021,15369.7782,TSK
14.3333,13.8333,15.3333,15.8333,12.1667,322967.3978,5385.4827,35.739,0.5959,0.5183,0.57,0.4617,84.0,6918967296.0,95.0,7754881024.0,95.0,7859734528.0,997.4857,572.5714,1661.5714,0.0,3596426.386,59970.425,2825493.87,47115.1221,770932.5162,12855.3029,TVMwL
1.3333,1.8333,1.0,0.6667,1.1667,16384.0,273.2033,3.0,0.05,0.052,0.016,0.012,85.0,6975651840.0,95.0,7782389077.0,95.0,7887242581.0,607.61,11.4,1202.2,4.0,1817199.614,30301.8111,1149208.934,19163.0638,667990.6798,11138.7474,NTSwL
2.0,1.5,1.5,2.0,1.0,2240717.005,37363.9654,28.8018,0.4803,0.1283,0.2367,0.2,1.0,75602602.67,94.0,7699568640.0,94.0,7804422144.0,9.7333,7.6667,13.3333,0.0,1853651.586,30909.6479,922292.6496,15379.2338,931358.9365,15530.4141,TSK
26.0,1.0,100.0,1.0,1.0,10240.0,170.752,2.0,0.0334,1.0,1.0133,1.0983,9.0,709398528.0,44.0,3589680469.0,45.0,3694533973.0,9.6,8.0,11.3333,0.0,1855000.2,30932.1361,923181.4,15394.0537,931818.8,15538.0824,WSK
12.6667,18.1667,14.3333,9.3333,9.3333,276252.8191,4607.2852,31.8999,0.532,0.5683,0.61,0.48,84.0,6913609728.0,95.0,7754511701.0,95.0,7859365205.0,1255.76,727.2,1680.2,0.0,3574911.393,59601.7238,2818844.454,46996.4064,756066.9392,12605.3174,TVMwL
12.3333,15.1667,13.6667,9.6667,12.1667,325773.4488,5432.2736,36.636,0.6109,0.64,0.625,0.47,85.0,6953535488.0,95.0,7770406229.0,95.0,7875259733.0,1269.5,907.5,1567.1667,0.0,3588809.154,59833.4304,2802445.663,46723.0021,786363.4909,13110.4283,TVMwL
2.0,1.0,2.0,2.0,1.0,1618814.642,26989.2404,30.4012,0.5069,0.0633,0.0283,0.0617,25.0,2031753216.0,94.0,7701185195.0,94.0,7806038699.0,8.8,7.8333,11.0,0.0,1835129.677,30595.6932,913441.3931,15229.0996,921688.2838,15366.5936,TSK
3.0,1.6667,5.6667,1.0,3.1667,158095.7598,2636.2475,21.4985,0.3585,0.0617,0.08,0.2067,85.0,6976051200.0,95.0,7773263872.0,95.0,7878117376.0,9.4667,7.1667,14.1667,0.0,1836284.73,30614.9505,914565.79,15247.8458,921718.94,15367.1047,TVM
5.0,9.8333,2.6667,5.3333,1.8333,11096.5181,185.0345,2.1394,0.0357,0.2983,0.2433,0.15,86.0,7067463680.0,95.0,7818375168.0,96.0,7923228672.0,590.3143,164.7143,1735.1429,0.0,3343589.955,55763.675,2608771.68,43508.5337,734818.2759,12255.1414,NTSwL
30.8333,10.8333,100.0,11.8333,1.0,22188.0,370.1084,3.9336,0.0656,1.4283,1.3367,1.255,1.0,80523264.0,28.0,2297817381.0,29.0,2402670885.0,983.0,529.6667,1568.1667,0.0,3702859.937,61745.2049,2902096.015,48392.4631,800763.9221,13352.7417,WSKwL
18.0,10.5,13.8333,22.3333,26.0,5793530.054,96591.0312,41.9692,0.6997,0.78,0.6217,0.5167,56.0,4596867755.0,83.0,6817139371.0,83.1667,6921992875.0,587.8333,37.5,1796.1667,0.0,3484716.594,58107.6637,2725688.551,45450.868,759028.0422,12656.7958,WSKwL
26.0,1.0,1.0,1.0,100.0,2252792.635,37565.3266,34.9988,0.5836,1.0267,1.295,1.3117,1.0,72185173.33,12.0,1014814720.0,13.5,1119668224.0,10.4667,8.6667,14.6667,0.0,1775898.467,29613.1143,887249.2573,14794.8851,888649.2096,14818.2293,WSK
6.0,11.2,3.4,4.8,3.6,5673085.339,94614.4987,80.8581,1.3485,0.225,0.2467,0.21,40.0,3303161173.0,94.0,7699961173.0,94.0,7804814677.0,1237.7333,600.6667,2267.0,0.0,3632636.035,60584.3235,2874811.917,47945.4956,757824.1176,12638.8278,TSKwL
1.0,1.0,1.0,1.0,1.0,2104724.885,35084.5955,32.2014,0.5368,0.0,0.0017,0.06,1.0,79689728.0,95.0,7744450560.0,95.0,7849304064.0,9.4333,8.0,12.6667,0.0,1855820.835,30945.8202,923922.2222,15406.4069,931898.6126,15539.4133,TWM
1.0,1.0,1.0,1.0,0.3333,16384.0,273.2488,3.0,0.05,0.0,0.0,0.0,85.0,6933338112.0,95.0,7769764523.0,95.0,7874618027.0,22.7333,8.8333,48.3333,0.0,1833650.719,30576.1334,912252.8958,15211.8208,921397.8229,15364.3125,NTS
1.0,1.0,1.0,1.0,1.0,16384.0,273.1577,3.0,0.05,0.0333,0.01,0.0367,85.0,6943928320.0,95.0,7786321237.0,95.0,7891174741.0,10.0333,8.0,14.8333,0.0,1854319.892,30925.9488,922450.9986,15384.4396,931868.8937,15541.5092,NTS
5.5,10.5,3.0,6.0,2.0,6145312.717,102490.2054,39.8968,0.6654,0.2567,0.2783,0.1767,66.0,5418461184.0,95.0,7744065536.0,95.0,7848919040.0,1311.2333,847.0,1882.1667,0.0,3721765.441,62060.4542,2925006.336,48774.4929,796759.1049,13285.9614,TWMwL
1.6667,1.0,2.0,1.6667,1.0,1912415.02,31894.8469,33.8988,0.5654,0.1033,0.0883,0.1233,1.0,71278592.0,94.0,7703734955.0,94.0,7808588459.0,10.9,8.1667,17.5,0.0,1855447.255,30944.7508,923648.0818,15404.4043,931799.1732,15540.3465,TSK
2.0,1.8333,1.5,2.0,1.0,2111078.4,35202.2411,31.0,0.5169,0.015,0.125,0.1667,1.0,71309312.0,94.0,7698579456.0,94.0,7803432960.0,9.8,7.6667,15.8333,0.0,1849924.17,30842.3503,921025.367,15355.5413,928898.803,15486.809,TSK
1.0,1.0,1.0,1.0,1.0,16384.0,273.2488,3.0,0.05,0.0,0.0,0.0,86.0,7069573120.0,95.0,7820819115.0,96.0,7925672619.0,10.6333,7.8333,16.5,0.0,1818869.645,30334.7172,906305.1875,15115.1632,912564.4571,15219.554,NTS
5.0,10.1667,3.0,4.0,2.3333,13873.4208,231.3394,2.3871,0.0398,0.06,0.0267,0.0,86.0,7066005504.0,95.0,7820851883.0,96.0,7925705387.0,595.0,117.4286,1304.5714,0.0,3478422.159,58002.704,2688993.688,44838.981,789428.4706,13163.723,NTSwL
1.6667,1.6667,1.8333,1.1667,1.0,1547473.749,25804.1312,30.197,0.5035,0.015,0.0633,0.09,8.0,632849749.3,94.0,7695852885.0,94.0,7800706389.0,9.4667,7.8333,13.5,0.0,1834748.677,30594.4418,913071.1787,15225.4657,921677.4982,15368.9761,TSK
1.0,1.0,1.0,1.0,1.0,13107.2,218.5991,2.2,0.0367,0.0117,0.0033,0.0467,85.0,6977761280.0,95.0,7784413867.0,95.0,7889267371.0,11.8,8.0,24.5,0.0,1850308.609,30853.9038,920424.233,15348.0779,929884.3764,15505.8259,NTS
1.0,1.0,1.0,1.0,1.0,1539276.8,25667.4471,28.6,0.4769,0.0267,0.03,0.08,17.0,1404434432.0,95.0,7747125248.0,95.0,7851978752.0,8.1,7.5,9.3333,0.0,1834263.518,30591.4529,912715.0033,15222.0648,921548.5144,15369.3882,TWM
6.0,11.0,3.0,6.0,3.0,5937386.847,99005.9504,37.0382,0.6176,0.1767,0.2917,0.2733,1.0,73101312.0,94.0,7701574315.0,94.0,7806427819.0,1174.7667,696.3333,1848.1667,0.0,3703125.834,61759.9372,2922063.54,48733.548,781062.2941,13026.3892,TSKwL
6.0,11.8,2.8,5.6,3.2,6083294.391,101422.0472,41.9397,0.6992,0.2267,0.2483,0.1833,1.0,72826197.33,94.0,7699017045.0,94.0,7803870549.0,1367.3,669.8333,2106.5,0.0,3713528.283,61923.0996,2965113.175,49443.2746,748415.1079,12479.825,TSKwL
14.0,14.6667,13.6667,13.0,15.1667,516059.0072,8605.2861,47.8308,0.7976,0.6333,0.685,0.6317,85.0,6995687424.0,95.0,7777565355.0,95.0,7882418859.0,1253.0,566.1667,1698.1667,0.0,3597055.619,59990.9209,2830849.521,47212.3002,766206.0986,12778.6207,TVMwL
4.8333,9.6667,2.1667,4.5,3.1667,16384.0,273.2033,3.0,0.05,0.1467,0.14,0.0583,87.0,7116492800.0,96.0,7829187243.0,96.0,7934040747.0,908.5333,460.8333,1532.8333,0.0,3474677.742,57949.929,2687594.144,44823.1178,787083.5983,13126.8112,NTSwL
6.0,11.1667,3.5,4.8333,3.5,5539468.529,92370.6608,41.7892,0.6968,0.3733,0.3,0.2417,26.0,2100875947.0,94.0,7700384427.0,94.0,7805237931.0,1066.0333,659.3333,1720.1667,0.0,3561013.231,59360.1139,2836161.919,47277.2449,724851.3116,12082.869,TSKwL
6.0,11.1667,2.8333,7.1667,2.5,6150312.097,102573.584,42.8253,0.7142,0.265,0.3167,0.2467,1.0,73902762.67,94.0,7699078485.0,94.0,7803931989.0,1334.9,919.1667,1731.8333,0.0,3754508.038,62595.9993,2973382.392,49572.8975,781125.6465,13023.1018,TSKwL
26.0,1.0,1.0,100.0,1.0,2136051.712,35612.7328,32.0,0.5335,1.025,1.0433,1.09,42.8333,3483712853.0,65.0,5339610453.0,66.0,5444463957.0,10.9333,8.6667,17.5,0.0,1833401.56,30571.9787,911999.7526,15207.5997,921401.8072,15364.379,WSK
26.0,1.5,100.0,1.0,0.8333,1622016.0,27047.1236,29.6,0.4936,1.0,1.0,1.03,1.0,69665450.67,18.0,1467050667.0,19.0,1571904171.0,9.8,8.5,11.5,0.0,1851123.22,30872.6354,921386.9822,15366.6942,929736.2374,15505.9413,WSK
6.0,11.0,2.8333,6.5,2.8333,5865961.43,97831.2447,41.2684,0.6883,0.18,0.205,0.1633,1.0,72070485.33,94.0,7701740885.0,94.0,7806594389.0,1203.0,517.5,2254.8333,0.0,3490351.932,58211.3398,2805476.487,46789.1342,684875.4443,11422.2055,TSKwL
1.8333,1.0,1.0,1.0,2.6667,260495.7598,4343.7679,42.8979,0.7153,0.04,0.0283,0.0783,86.0,7069466624.0,95.0,7820592469.0,96.0,7925445973.0,8.8667,7.5,11.3333,0.0,1833897.144,30575.1441,912420.982,15212.0871,921476.1622,15363.0571,NTS
2.1667,3.0,3.3333,3.0,0.3333,102400.0,1707.5204,13.3,0.2218,0.0283,0.1717,0.3283,85.0,6965620736.0,95.0,7772712277.0,95.0,7877565781.0,9.8,7.3333,16.3333,0.0,1852865.332,30896.5371,922038.5875,15374.9973,930826.7442,15521.5398,TVM
13.6667,14.6667,13.0,17.3333,10.5,300524.1682,5010.4063,35.3499,0.5894,0.9,0.765,0.6517,86.0,7028994048.0,95.0,7782744747.0,95.0,7887598251.0,1361.7667,1154.5,1656.1667,0.0,3570259.616,59534.094,2801005.092,46706.7716,769254.5244,12827.3224,TVMwL
1.6667,1.0,1.1667,1.5,2.0,2148471.779,35825.7759,35.7433,0.596,0.0217,0.03,0.085,48.0,3926452224.0,94.0,7700429483.0,94.0,7805282987.0,10.0667,7.8333,13.5,0.0,1836506.691,30633.9732,914678.8409,15257.3618,921827.8502,15376.6113,TSK
6.0,11.6667,1.5,3.6667,6.1667,16384.0,273.2033,3.0,0.05,0.23,0.2729,0.2186,85.0,6974885888.0,95.0,7780328789.0,95.0,7885182293.0,971.3714,439.8571,1845.4286,0.0,3513430.416,58606.0119,2778363.312,46344.6758,735067.1038,12261.3362,NTSwL
5.0,10.0,2.6667,4.6667,3.5,4747413.174,79149.9362,37.1387,0.6192,0.1633,0.2317,0.1367,65.0,5342339072.0,95.0,7780078933.0,95.0,7884932437.0,1377.28,818.0,1953.4,0.0,3533356.985,58908.9194,2796209.653,46619.0339,737147.3315,12289.8855,TWMwL
5.0,9.8333,3.1667,4.5,3.3333,5693837.013,94944.7559,39.398,0.657,0.275,0.23,0.1117,39.0,3181409621.0,95.0,7748853760.0,95.0,7853707264.0,859.5667,513.3333,1773.8333,0.0,3695116.387,61616.0812,2884126.333,48092.8186,810990.0541,13523.2625,TWMwL
14.0,12.3333,12.1667,12.1667,19.8333,312079.4653,5203.0588,31.7267,0.529,0.5067,0.2583,0.1733,85.0,6951589888.0,95.0,7769621163.0,95.0,7874474667.0,1112.1667,514.0,1776.6667,0.0,3415433.645,56942.875,2700365.12,45021.0924,715068.5253,11921.7827,TVMwL
32.0,27.0,100.0,1.0,0.0,5750556.206,95890.5487,37.9714,0.6332,1.3817,1.2,1.11,19.0,1577026901.0,51.0,4177846955.0,52.0,4282700459.0,1150.0,475.8,2519.4,0.0,3401523.26,56710.958,2684855.674,44762.5154,716667.5863,11948.4426,WSKwL
3.8333,1.8333,5.6667,4.3333,3.3333,92553.2324,1543.3255,12.9984,0.2167,0.295,0.625,0.65,86.0,7004309504.0,95.0,7782684672.0,95.0,7887538176.0,16.2667,8.3333,28.3333,0.0,1835556.262,30607.9083,913523.7337,15233.0121,922032.5285,15374.8963,TVM
6.0,11.6667,2.1667,7.0,2.1667,15191.4356,253.2328,2.7088,0.0452,0.2467,0.2517,0.1983,85.0,6978740224.0,95.0,7783593301.0,95.0,7888446805.0,1071.36,201.8,2290.6,0.0,3334936.625,55610.0821,2691494.005,44880.6738,643442.6198,10729.4084,NTSwL
2.3333,1.6667,1.1667,4.1667,3.3333,138842.0997,2315.5787,17.0988,0.2852,0.0583,0.18,0.34,85.0,6982003371.0,95.0,7775655936.0,95.0,7880509440.0,7.7333,7.1667,9.0,0.0,1852754.288,30899.838,922098.1937,15378.5556,930656.0946,15521.2824,TVM
1.0,1.0,1.0,1.0,1.0,13518.03,225.4132,2.3003,0.0384,0.0033,0.125,0.145,87.0,7085432832.0,95.0,7819442859.0,96.0,7924296363.0,8.9667,7.8333,10.8333,0.0,1833767.9,30578.0874,912262.7,15211.9843,921505.2,15366.1031,NTS
20.3333,7.6667,5.1667,3.5,64.8333,2203967.808,36763.433,31.2012,0.5205,0.92,0.8917,0.855,49.0,4041680896.0,78.0,6425697621.0,79.0,6530551125.0,8.9667,7.3333,12.6667,0.0,1855879.596,30946.8,924023.025,15408.0878,931856.5706,15538.7122,WSK
26.5,5.1667,1.0,98.8333,1.0,2148339.7,35829.548,30.998,0.517,1.145,1.285,1.22,6.0,524364458.7,42.0,3474600619.0,43.0,3579454123.0,10.0333,8.1667,14.0,0.0,1855148.892,30929.458,923144.1171,15390.8656,932004.7748,15538.5924,WSK
2.0,1.0,2.0,2.0,1.0,2230889.065,37193.8824,32.2022,0.5369,0.005,0.02,0.065,1.0,74872832.0,94.0,7699613696.0,94.0,7804467200.0,9.6,7.6667,14.5,0.0,1854831.751,30934.4855,923006.3634,15393.7019,931825.3874,15540.7836,TSK
14.1667,16.3333,13.0,10.1667,17.5,311905.4256,5200.1571,35.118,0.5855,0.7183,0.68,0.5617,85.0,6980788224.0,95.0,7775548757.0,95.0,7880402261.0,1095.9667,489.1667,2266.0,0.0,3444420.549,57426.1512,2743035.179,45732.4972,701385.37,11693.6541,TVMwL
1.0,1.0,1.0,0.3333,1.0,2095637.721,34944.7677,31.9758,0.5332,0.0,0.0233,0.0767,68.0,5534773248.0,95.0,7746032299.0,95.0,7850885803.0,9.1,7.8333,13.1667,0.0,1844373.681,30760.0681,917764.1562,15306.2735,926609.525,15453.7946,TWM
6.0,11.2,2.2,6.2,3.6,6010606.259,100226.8844,42.1714,0.7032,0.225,0.245,0.185,12.0,993718272.0,94.0,7702001664.0,94.0,7806855168.0,1134.1,366.6667,1835.0,0.0,3657101.661,61002.5298,2909214.22,48527.3431,747887.441,12475.1867,TSKwL
1.0,1.0,1.0,1.0,1.0,2118371.658,35329.7475,32.5986,0.5437,0.005,0.11,0.145,1.0,70639616.0,95.0,7745416533.0,95.0,7850270037.0,10.0333,7.8333,16.0,0.0,1834684.382,30593.3697,912958.8838,15223.5932,921725.4985,15369.7765,TWM
2.0,1.0,2.0,2.0,1.0,2130744.12,35530.1671,32.4008,0.5403,0.0,0.02,0.06,1.0,78454784.0,94.0,7697580032.0,94.0,7802433536.0,10.5,8.6667,13.0,0.0,1855294.0,30937.0352,923401.4,15397.7222,931892.6,15539.313,TSK
1.0,1.0,1.0,1.0,1.0,2094707.543,34935.0824,28.0016,0.467,0.0,0.01,0.0567,52.0,4289912832.0,95.0,7745704619.0,95.0,7850558123.0,8.8,7.3333,11.5,0.0,1844908.234,30763.8525,918162.3624,15310.3612,926745.8719,15453.4913,TWM
1.0,1.6667,1.1667,1.0,1.0,2652502.358,44237.8645,37.7998,0.6304,0.01,0.0417,0.1233,5.0,420415488.0,94.0,7696283648.0,94.0,7801137152.0,10.4,7.8333,14.8333,0.0,1834314.357,30592.3008,912697.1321,15221.7667,921617.2252,15370.5341,TSK
1.1667,1.0,2.0,1.1667,1.0,2149360.058,35846.5653,35.1715,0.5866,0.0233,0.0517,0.08,8.0,621412352.0,94.0,7696152576.0,94.0,7801006080.0,9.0667,7.6667,12.1667,0.0,1834369.472,30593.22,912736.958,15222.4309,921632.5144,15370.7891,TSK
1.0,1.0,1.0,1.0,0.1667,2096233.022,34954.6944,32.4122,0.5405,0.0,0.065,0.0983,10.0,799182848.0,95.0,7746818731.0,95.0,7851672235.0,8.7333,7.6667,10.8333,0.0,1854940.213,30936.2944,923057.4144,15394.5533,931882.7988,15541.7411,TWM
2.1667,4.3333,2.3333,1.6667,1.0,96262.1502,1605.1718,12.6006,0.2101,0.395,0.24,0.2267,85.0,6935138304.0,95.0,7765813248.0,95.0,7870666752.0,9.6,7.3333,12.6667,0.0,1835012.479,30593.7392,913199.0686,15225.0595,921813.4103,15368.6797,TVM
1.5,1.0,2.1667,1.0,1.3333,2378216.322,39650.1554,34.6008,0.5769,0.0617,0.0833,0.1467,11.0,889119402.7,94.0,7696368981.0,94.0,7801222485.0,9.9667,7.5,15.1667,0.0,1848847.955,30834.689,920057.4444,15344.5204,928790.5105,15490.1686,TSK
31.0,11.0,100.0,1.0,12.1667,5924739.353,98811.5302,38.7878,0.6469,1.2783,1.3567,1.3233,28.0,2282762240.0,57.0,4636021419.0,57.0,4740874923.0,1062.2667,559.6667,2147.8333,0.0,3484271.424,58109.9304,2757788.688,45993.8073,726482.7362,12116.123,WSKwL
1.0,1.0,1.0,1.0,1.0,13108.02,218.5763,2.2002,0.0367,0.0,0.0,0.005,85.0,6944688128.0,95.0,7786631851.0,95.0,7891485355.0,9.7,8.0,14.1667,0.0,1854117.6,30912.2641,922391.2,15378.3128,931726.4,15533.9513,NTS
12.5,18.0,7.3333,12.0,12.6667,314466.7827,5241.9867,35.0745,0.5847,0.46,0.5517,0.4567,84.0,6918184960.0,95.0,7755058517.0,95.0,7859912021.0,975.2286,291.5714,1950.7143,0.0,3359171.581,56023.542,2631194.632,43882.4989,727976.9488,12141.0432,TVMwL
30.3333,10.0,11.3333,1.0,100.0,143285.1269,2389.2801,16.5204,0.2755,1.334,1.234,1.13,1.0,71958528.0,22.0,1815126016.0,23.0,1919979520.0,1340.2333,671.0,1921.8333,0.0,3587620.373,59833.5619,2816352.258,46970.518,771268.1156,12863.044,WSKwL
